TRADEDATE,BOARDID,CLOSE,VOLUME,VALUE
2013-07-01,TQBR,71.26,214100,15127823.0
2013-07-02,TQBR,70.82,145400,10327890.0
2013-07-03,TQBR,69.57,142300,9922878.0
2013-07-04,TQBR,70.81,160700,11243791.0
2013-07-05,TQBR,70.22,164800,11709764.0
2013-07-08,TQBR,70.41,73600,5168998.0
2013-07-09,TQBR,69.75,120300,8470376.0
2013-07-10,TQBR,69.64,303300,21124118.0
2013-07-11,TQBR,72.9,353400,25262421.0
2013-07-12,TQBR,74.62,808500,59654847.0
2013-07-15,TQBR,76.8,598100,45151632.0
2013-07-16,TQBR,76.36,497500,38075787.0
2013-07-17,TQBR,77.5,563100,43174679.0
2013-07-18,TQBR,75.41,526700,39917420.0
2013-07-19,TQBR,76.1,320800,24323224.0
2013-07-22,TQBR,75.0,391400,29481317.0
2013-07-23,TQBR,74.4,555300,41822017.0
2013-07-24,TQBR,74.08,752000,55972202.0
2013-07-25,TQBR,73.45,592600,43849032.0
2013-07-26,TQBR,72.94,321500,23621127.0
2013-07-29,TQBR,73.09,308700,22573423.0
2013-07-30,TQBR,74.14,280100,20601217.0
2013-07-31,TQBR,74.76,388600,28912230.0
2013-08-01,TQBR,74.94,291400,21882910.0
2013-08-02,TQBR,75.45,286100,21393539.0
2013-08-05,TQBR,75.35,316300,23880794.0
2013-08-06,TQBR,73.48,343600,25664318.0
2013-08-07,TQBR,72.51,888800,64824988.0
2013-08-08,TQBR,72.49,757000,54781990.0
2013-08-09,TQBR,73.16,460900,33361918.0
2013-08-12,TQBR,73.22,332000,24189748.0
2013-08-13,TQBR,74.35,486400,35954080.0
2013-08-14,TQBR,74.85,587500,43779475.0
2013-08-15,TQBR,72.62,2490800,183272609.0
2013-08-16,TQBR,72.12,956500,69139885.0
2013-08-19,TQBR,72.9,1123200,81733231.0
2013-08-20,TQBR,71.75,971000,69748469.0
2013-08-21,TQBR,71.67,499400,35768724.0
2013-08-22,TQBR,72.59,572700,41356704.0
2013-08-23,TQBR,72.41,287200,20792890.0
2013-08-26,TQBR,72.07,373500,27030549.0
2013-08-27,TQBR,70.88,651800,46475793.0
2013-08-28,TQBR,69.82,1161800,81243524.0
2013-08-29,TQBR,70.17,482100,33833053.0
2013-08-30,TQBR,70.2,987500,68621561.0
2013-09-02,TQBR,70.0,4234800,296739861.0
2013-09-03,TQBR,70.4,8066600,569396407.0
2013-09-04,TQBR,70.29,3718500,261221222.0
2013-09-05,TQBR,71.39,10677200,756443064.0
2013-09-06,TQBR,70.81,14888600,1065647626.0
2013-09-09,TQBR,73.51,12815700,930566520.0
2013-09-10,TQBR,75.68,25451100,1921179305.0
2013-09-11,TQBR,74.88,8148500,613707712.0
2013-09-12,TQBR,74.71,7436000,555516971.0
2013-09-13,TQBR,74.44,4842100,361027214.0
2013-09-16,TQBR,76.94,10526000,801867385.0
2013-09-17,TQBR,77.32,8081300,622364776.0
2013-09-18,TQBR,76.37,6708300,517974799.0
2013-09-19,TQBR,78.0,15695500,1232570699.0
2013-09-20,TQBR,77.79,5297600,411909745.0
2013-09-23,TQBR,76.8,7055300,544095911.0
2013-09-24,TQBR,76.71,6880200,525597745.0
2013-09-25,TQBR,77.9,7261100,559934459.0
2013-09-26,TQBR,77.9,5688200,442482523.0
2013-09-27,TQBR,75.7,11916200,909714364.0
2013-09-30,TQBR,74.7,7825100,586638152.0
2013-10-01,TQBR,76.3,9530200,721411680.0
2013-10-02,TQBR,75.33,9028000,682223328.0
2013-10-03,TQBR,75.65,8134300,616614382.0
2013-10-04,TQBR,76.44,6491800,493209199.0
2013-10-07,TQBR,75.95,5777500,438502290.0
2013-10-08,TQBR,77.73,10628100,816427172.0
2013-10-09,TQBR,77.6,21456500,1678704999.0
2013-10-10,TQBR,78.8,10600500,833166258.0
2013-10-11,TQBR,78.61,7104200,558709061.0
2013-10-14,TQBR,78.6,5400100,422320656.0
2013-10-15,TQBR,79.88,9927600,788309185.0
2013-10-16,TQBR,79.99,12296200,981884251.0
2013-10-17,TQBR,79.4,11245800,892228222.0
2013-10-18,TQBR,81.15,14383500,1160143047.0
2013-10-21,TQBR,82.33,11700200,957718435.0
2013-10-22,TQBR,82.67,12846600,1058726324.0
2013-10-23,TQBR,80.84,15369400,1248451766.0
2013-10-24,TQBR,80.58,8954800,721592387.0
2013-10-25,TQBR,81.34,11737900,951339846.0
2013-10-28,TQBR,81.6,9628600,786015259.0
2013-10-29,TQBR,82.68,18894600,1556901856.0
2013-10-30,TQBR,82.54,8130500,674185320.0
2013-10-31,TQBR,82.98,11351100,935863073.0
2013-11-01,TQBR,83.61,10176100,849028799.0
2013-11-05,TQBR,82.09,8001100,661323964.0
2013-11-06,TQBR,83.22,11670900,964085071.0
2013-11-07,TQBR,83.55,11857100,988748606.0
2013-11-08,TQBR,82.94,9623600,794261863.0
2013-11-11,TQBR,82.36,6491100,535755031.0
2013-11-12,TQBR,83.05,12186100,1009782833.0
2013-11-13,TQBR,82.68,14763100,1221002055.0
2013-11-14,TQBR,83.24,11954000,993497160.0
2013-11-15,TQBR,83.09,6365700,530169818.0
2013-11-18,TQBR,83.89,4841400,404109936.0
2013-11-19,TQBR,84.55,11063700,932386777.0
2013-11-20,TQBR,85.35,10793000,913251598.0
2013-11-21,TQBR,84.97,8272700,702697450.0
2013-11-22,TQBR,85.55,9482100,808208178.0
2013-11-25,TQBR,85.6,6993800,600028793.0
2013-11-26,TQBR,85.16,10241400,872538612.0
2013-11-27,TQBR,85.15,14960700,1271616509.0
2013-11-28,TQBR,85.17,5664100,482924645.0
2013-11-29,TQBR,84.85,5814000,493644088.0
2013-12-02,TQBR,84.61,5984600,506894847.0
2013-12-03,TQBR,82.77,11697100,977474502.0
2013-12-04,TQBR,82.0,13246200,1088900152.0
2013-12-05,TQBR,80.15,16109600,1309522031.0
2013-12-06,TQBR,81.09,11637000,940508311.0
2013-12-09,TQBR,81.35,9939200,808447978.0
2013-12-10,TQBR,81.15,7892100,642603018.0
2013-12-11,TQBR,80.98,6374000,516087104.0
2013-12-12,TQBR,80.79,9653800,776189174.0
2013-12-13,TQBR,80.12,10644600,858047681.0
2013-12-16,TQBR,80.14,9878900,791065714.0
2013-12-17,TQBR,79.53,12950800,1035277188.0
2013-12-18,TQBR,79.71,11817200,936789029.0
2013-12-19,TQBR,80.06,13116600,1048462510.0
2013-12-20,TQBR,80.57,13292200,1064851917.0
2013-12-23,TQBR,81.05,7934300,641485234.0
2013-12-24,TQBR,80.58,5231400,421862135.0
2013-12-25,TQBR,80.33,2620300,210804962.0
2013-12-26,TQBR,80.11,3264900,262817562.0
2013-12-27,TQBR,79.55,4989900,398744894.0
2013-12-30,TQBR,80.21,5874700,468824994.0
2014-01-06,TQBR,79.5,3002200,238456387.0
2014-01-08,TQBR,78.05,8051300,635203944.0
2014-01-09,TQBR,77.86,6474100,505685840.0
2014-01-10,TQBR,78.16,6480900,505316871.0
2014-01-13,TQBR,79.35,7949400,628038141.0
2014-01-14,TQBR,78.26,5767600,453278613.0
2014-01-15,TQBR,79.19,7294500,576856453.0
2014-01-16,TQBR,79.02,4609700,365735070.0
2014-01-17,TQBR,79.83,8074300,644245664.0
2014-01-20,TQBR,81.18,8270500,667942853.0
2014-01-21,TQBR,81.23,5548500,451258490.0
2014-01-22,TQBR,81.26,6797100,550273212.0
2014-01-23,TQBR,81.06,5629400,458190448.0
2014-01-24,TQBR,79.49,8055600,644371414.0
2014-01-27,TQBR,77.2,21172100,1654123263.0
2014-01-28,TQBR,76.61,12522000,968352943.0
2014-01-29,TQBR,76.16,12797300,986655722.0
2014-01-30,TQBR,75.5,14554700,1099147516.0
2014-01-31,TQBR,75.09,12128600,915580875.0
2014-02-03,TQBR,74.98,9537000,718984103.0
2014-02-04,TQBR,75.0,10889200,809352060.0
2014-02-05,TQBR,75.81,9174200,694729333.0
2014-02-06,TQBR,76.75,9034400,692009585.0
2014-02-07,TQBR,77.7,10546100,819569673.0
2014-02-10,TQBR,77.27,7885100,612754967.0
2014-02-11,TQBR,78.69,8995500,704578894.0
2014-02-12,TQBR,80.25,17565800,1402548084.0
2014-02-13,TQBR,78.76,12907800,1024729807.0
2014-02-14,TQBR,78.87,10598000,835655223.0
2014-02-17,TQBR,79.43,6320500,501874314.0
2014-02-18,TQBR,78.93,9657100,765630395.0
2014-02-19,TQBR,77.69,9661500,752235802.0
2014-02-20,TQBR,76.99,9470600,727990457.0
2014-02-21,TQBR,77.77,8484200,659339444.0
2014-02-24,TQBR,77.45,4573800,354741857.0
2014-02-25,TQBR,78.09,9364200,728782263.0
2014-02-26,TQBR,78.03,10792000,841489206.0
2014-02-27,TQBR,76.19,14348200,1102884745.0
2014-02-28,TQBR,75.44,19922900,1500844887.0
2014-03-03,TQBR,66.14,47305600,3118261821.0
2014-03-04,TQBR,71.45,39625900,2740486390.0
2014-03-05,TQBR,73.36,37700100,2739912117.0
2014-03-06,TQBR,70.62,31671700,2265833153.0
2014-03-07,TQBR,68.26,24190300,1677618019.0
2014-03-11,TQBR,64.3,18663400,1235792229.0
2014-03-12,TQBR,61.48,25999400,1619722759.0
2014-03-13,TQBR,59.25,28125900,1710579341.0
2014-03-14,TQBR,58.54,41868600,2413580837.0
2014-03-17,TQBR,62.7,43998700,2696131589.0
2014-03-18,TQBR,65.88,35414300,2268223465.0
2014-03-19,TQBR,66.09,26989300,1788590595.0
2014-03-20,TQBR,65.51,15541300,1017919084.0
2014-03-21,TQBR,64.78,15942700,1024002955.0
2014-03-24,TQBR,66.27,16302300,1081265639.0
2014-03-25,TQBR,67.3,24896900,1677883049.0
2014-03-26,TQBR,67.68,31080800,2109320534.0
2014-03-27,TQBR,65.85,16645200,1100233123.0
2014-03-28,TQBR,65.68,13369800,880607661.0
2014-03-31,TQBR,67.3,17748700,1178164145.0
2014-04-01,TQBR,67.62,17307500,1172781487.0
2014-04-02,TQBR,65.65,16500500,1090231348.0
2014-04-03,TQBR,65.35,11598300,760693776.0
2014-04-04,TQBR,66.6,11957200,790006694.0
2014-04-07,TQBR,64.0,23132700,1499972514.0
2014-04-08,TQBR,64.24,15123900,967005768.0
2014-04-09,TQBR,65.0,12693700,818851571.0
2014-04-10,TQBR,67.17,17372500,1153415319.0
2014-04-11,TQBR,67.21,34746200,2330489993.0
2014-04-14,TQBR,64.98,23456200,1533175223.0
2014-04-15,TQBR,60.11,33928300,2107716816.0
2014-04-16,TQBR,61.63,38061100,2309691429.0
2014-04-17,TQBR,61.42,16532800,1015960114.0
2014-04-18,TQBR,62.36,12402800,775877377.0
2014-04-21,TQBR,61.43,8052100,498809736.0
2014-04-22,TQBR,60.06,20134100,1217016395.0
2014-04-23,TQBR,59.8,17981200,1073710477.0
2014-04-24,TQBR,58.45,33874900,2002757005.0
2014-04-25,TQBR,56.99,22931200,1305058188.0
2014-04-28,TQBR,59.21,42056700,2410675987.0
2014-04-29,TQBR,59.2,19488500,1164228360.0
2014-04-30,TQBR,60.16,13713900,813799285.0
2014-05-02,TQBR,59.62,6879100,408609087.0
2014-05-05,TQBR,59.25,7077800,420544371.0
2014-05-06,TQBR,60.66,11207100,675462685.0
2014-05-07,TQBR,65.54,45418500,2899146409.0
2014-05-08,TQBR,65.75,28288600,1861070724.0
2014-05-12,TQBR,67.19,16265800,1082996150.0
2014-05-13,TQBR,69.11,29620000,2033413399.0
2014-05-14,TQBR,67.5,20061500,1368452842.0
2014-05-15,TQBR,66.5,13437500,905569706.0
2014-05-16,TQBR,67.1,21640700,1441551737.0
2014-05-19,TQBR,68.34,15908900,1082666037.0
2014-05-20,TQBR,67.28,21142300,1425974643.0
2014-05-21,TQBR,67.84,21827200,1469680520.0
2014-05-22,TQBR,67.0,20878200,1397867692.0
2014-05-23,TQBR,68.83,21671500,1465029700.0
2014-05-26,TQBR,70.6,26209100,1839836717.0
2014-05-27,TQBR,68.7,23469800,1630411144.0
2014-05-28,TQBR,69.19,17902600,1242302187.0
2014-05-29,TQBR,68.78,28176000,1934698839.0
2014-05-30,TQBR,68.65,10357700,713540038.0
2014-06-02,TQBR,70.35,16392500,1150356326.0
2014-06-03,TQBR,70.46,11527400,806940761.0
2014-06-04,TQBR,71.91,18327400,1306736935.0
2014-06-05,TQBR,72.1,17392600,1259518647.0
2014-06-06,TQBR,72.89,10598900,766976038.0
2014-06-09,TQBR,73.4,7797200,573266925.0
2014-06-10,TQBR,73.33,10327800,753945011.0
2014-06-11,TQBR,73.69,12272400,903320473.0
2014-06-16,TQBR,69.45,19248900,1347645201.0
2014-06-17,TQBR,67.34,16097200,1097806103.0
2014-06-18,TQBR,67.59,13310200,903136902.0
2014-06-19,TQBR,67.67,14538100,988712513.0
2014-06-20,TQBR,67.1,8653700,584821613.0
2014-06-23,TQBR,67.6,10757800,723032486.0
2014-06-24,TQBR,69.66,15365400,1057413234.0
2014-06-25,TQBR,69.04,14344400,990329085.0
2014-06-26,TQBR,69.4,12204300,846441428.0
2014-06-27,TQBR,70.3,9531300,666795017.0
2014-06-30,TQBR,69.0,9274700,642110153.0
2014-07-01,TQBR,68.56,7386900,507276936.0
2014-07-02,TQBR,69.4,8369100,577762882.0
2014-07-03,TQBR,69.14,11043300,769337561.0
2014-07-04,TQBR,68.02,5689100,391315398.0
2014-07-07,TQBR,69.3,8326100,572920905.0
2014-07-08,TQBR,69.02,13219300,918845128.0
2014-07-09,TQBR,68.7,8534300,584521893.0
2014-07-10,TQBR,67.29,10719200,726411187.0
2014-07-11,TQBR,68.5,15167000,1030241365.0
2014-07-14,TQBR,68.0,7302500,499518012.0
2014-07-15,TQBR,67.41,7920900,535672958.0
2014-07-16,TQBR,67.74,6517900,440219152.0
2014-07-17,TQBR,65.55,13779700,912326067.0
2014-07-18,TQBR,63.7,19193200,1228497705.0
2014-07-21,TQBR,60.9,20340300,1257440338.0
2014-07-22,TQBR,62.71,13526800,841910719.0
2014-07-23,TQBR,61.76,15026600,935699930.0
2014-07-24,TQBR,61.8,15928800,980435954.0
2014-07-25,TQBR,61.0,24502700,1492467336.0
2014-07-28,TQBR,57.67,28749900,1683875090.0
2014-07-29,TQBR,57.17,46552400,2656123287.0
2014-07-30,TQBR,57.74,29841100,1729308100.0
2014-07-31,TQBR,57.15,25773300,1475821878.0
2014-08-01,TQBR,57.13,33622200,1884624976.0
2014-08-04,TQBR,56.58,16926600,964718324.0
2014-08-05,TQBR,56.25,12227300,686523228.0
2014-08-06,TQBR,52.64,52966000,2859696645.0
2014-08-07,TQBR,52.7,60100000,3109748153.0
2014-08-08,TQBR,53.7,30962300,1650510191.0
2014-08-11,TQBR,57.1,31852300,1794007441.0
2014-08-12,TQBR,56.1,20149300,1139055728.0
2014-08-13,TQBR,56.96,14559200,826750475.0
2014-08-14,TQBR,56.57,22492100,1282718846.0
2014-08-15,TQBR,57.09,16763400,953704974.0
2014-08-18,TQBR,56.8,15615600,893047327.0
2014-08-19,TQBR,56.97,12297800,701552549.0
2014-08-20,TQBR,57.79,15569300,889827537.0
2014-08-21,TQBR,59.17,19376600,1138605066.0
2014-08-22,TQBR,57.96,25506400,1478790924.0
2014-08-25,TQBR,58.75,12825900,751238984.0
2014-08-26,TQBR,57.95,16656400,970943076.0
2014-08-27,TQBR,58.1,9564100,555148289.0
2014-08-28,TQBR,55.85,28990200,1631123895.0
2014-08-29,TQBR,55.13,19773600,1093819841.0
2014-09-01,TQBR,54.65,28837900,1586352837.0
2014-09-02,TQBR,55.09,16026800,877417582.0
2014-09-03,TQBR,58.64,49822400,2844066878.0
2014-09-04,TQBR,59.39,27593200,1616398132.0
2014-09-05,TQBR,60.68,24749900,1488144101.0
2014-09-08,TQBR,60.33,21889900,1315866409.0
2014-09-09,TQBR,61.6,21288500,1303324839.0
2014-09-10,TQBR,61.16,11384400,696346024.0
2014-09-11,TQBR,59.68,22871500,1376551913.0
2014-09-12,TQBR,59.2,26162300,1552836810.0
2014-09-15,TQBR,58.8,18774300,1106101024.0
2014-09-16,TQBR,60.39,14346900,856498993.0
2014-09-17,TQBR,60.29,25654400,1530540077.0
2014-09-18,TQBR,59.27,10623900,635617742.0
2014-09-19,TQBR,58.0,14762800,862236346.0
2014-09-22,TQBR,57.15,13765900,793121034.0
2014-09-23,TQBR,57.86,17818900,1027088136.0
2014-09-24,TQBR,58.59,21668200,1268914485.0
2014-09-25,TQBR,58.63,11448600,675734892.0
2014-09-26,TQBR,58.62,6934900,403417493.0
2014-09-29,TQBR,57.3,10549300,615327229.0
2014-09-30,TQBR,57.75,11376900,655764269.0
2014-10-01,TQBR,56.52,11194800,641740144.0
2014-10-02,TQBR,55.3,12964400,724373702.0
2014-10-03,TQBR,55.37,11484900,639389057.0
2014-10-06,TQBR,57.3,15091000,856871324.0
2014-10-07,TQBR,56.5,16925400,963014956.0
2014-10-08,TQBR,55.45,10662400,594858115.0
2014-10-09,TQBR,55.65,19225600,1081326778.0
2014-10-10,TQBR,55.5,13590200,749325617.0
2014-10-13,TQBR,56.21,12216000,685302257.0
2014-10-14,TQBR,56.08,15476100,870695852.0
2014-10-15,TQBR,55.2,12149000,673829906.0
2014-10-16,TQBR,53.81,16948200,928954065.0
2014-10-17,TQBR,55.4,11852500,651748253.0
2014-10-20,TQBR,55.28,13738300,764645365.0
2014-10-21,TQBR,57.3,21730000,1217673194.0
2014-10-22,TQBR,56.78,19875000,1139077447.0
2014-10-23,TQBR,56.4,12246300,687648227.0
2014-10-24,TQBR,56.5,9203400,517403600.0
2014-10-27,TQBR,57.26,10170900,581817999.0
2014-10-28,TQBR,57.9,14084200,808495975.0
2014-10-29,TQBR,57.56,15841400,917042365.0
2014-10-30,TQBR,56.65,32103100,1820770508.0
2014-10-31,TQBR,56.9,21277400,1216258258.0
2014-11-03,TQBR,56.18,11879600,670705106.0
2014-11-05,TQBR,55.07,31069400,1711275752.0
2014-11-06,TQBR,54.3,18570200,1025051809.0
2014-11-07,TQBR,55.99,41703700,2293434839.0
2014-11-10,TQBR,57.16,21160200,1202991985.0
2014-11-11,TQBR,56.85,23238200,1334550037.0
2014-11-12,TQBR,55.71,23274400,1305312103.0
2014-11-13,TQBR,54.2,47217100,2582476760.0
2014-11-14,TQBR,53.35,39179200,2092584968.0
2014-11-17,TQBR,52.88,26092300,1384340891.0
2014-11-18,TQBR,54.25,27180200,1463112256.0
2014-11-19,TQBR,53.52,24481000,1321440689.0
2014-11-20,TQBR,53.97,18646700,1001122320.0
2014-11-21,TQBR,54.92,23632700,1287371703.0
2014-11-24,TQBR,54.21,23322900,1280165862.0
2014-11-25,TQBR,53.94,13294400,719858862.0
2014-11-26,TQBR,53.58,20889600,1122105225.0
2014-11-27,TQBR,52.97,19686200,1051453351.0
2014-11-28,TQBR,52.25,19751800,1032897218.0
2014-12-01,TQBR,52.25,36665300,1916947316.0
2014-12-02,TQBR,51.73,21764200,1139389232.0
2014-12-03,TQBR,51.99,19560700,1015280740.0
2014-12-04,TQBR,51.3,38648700,2034475786.0
2014-12-05,TQBR,50.35,23084100,1175454290.0
2014-12-08,TQBR,48.45,40204200,1988081147.0
2014-12-09,TQBR,49.3,42581500,2053041932.0
2014-12-10,TQBR,50.5,28857300,1448243536.0
2014-12-11,TQBR,48.6,28690200,1412268687.0
2014-12-12,TQBR,46.76,26180300,1245049763.0
2014-12-15,TQBR,44.67,43568900,2020154216.0
2014-12-16,TQBR,40.39,74867600,3009793252.0
2014-12-17,TQBR,42.32,71611200,2952512209.0
2014-12-18,TQBR,44.57,53538800,2405805253.0
2014-12-19,TQBR,41.91,51937500,2196462382.0
2014-12-22,TQBR,41.55,40506300,1708439939.0
2014-12-23,TQBR,39.0,48374800,1937002873.0
2014-12-24,TQBR,38.54,46492400,1787112328.0
2014-12-25,TQBR,40.47,23623900,931597890.0
2014-12-26,TQBR,39.53,23976100,969071158.0
2014-12-29,TQBR,38.5,18955300,739574800.0
2014-12-30,TQBR,37.7,21329500,803821598.0
2015-01-05,TQBR,38.59,10319500,395870116.0
2015-01-06,TQBR,39.5,15149400,590788750.0
2015-01-08,TQBR,43.75,37830900,1630798276.0
2015-01-09,TQBR,42.9,19619300,841441345.0
2015-01-12,TQBR,42.41,19344100,827904341.0
2015-01-13,TQBR,40.82,20500200,847227341.0
2015-01-14,TQBR,41.5,16946800,699761705.0
2015-01-15,TQBR,41.7,21974200,930642211.0
2015-01-16,TQBR,42.03,16353200,685629721.0
2015-01-19,TQBR,42.09,20449800,875440440.0
2015-01-20,TQBR,42.24,17161400,720815232.0
2015-01-21,TQBR,43.29,21127900,906717896.0
2015-01-22,TQBR,44.8,23588300,1038330547.0
2015-01-23,TQBR,45.94,31593600,1459006691.0
2015-01-26,TQBR,42.88,30833600,1358709099.0
2015-01-27,TQBR,43.8,27255600,1172270919.0
2015-01-28,TQBR,43.15,16916100,744194732.0
2015-01-29,TQBR,43.39,17527300,760234535.0
2015-01-30,TQBR,43.84,21732500,936426590.0
2015-02-02,TQBR,42.7,33764000,1454436236.0
2015-02-03,TQBR,43.23,18103100,779226288.0
2015-02-04,TQBR,42.51,12467000,534436406.0
2015-02-05,TQBR,43.5,18031700,771996123.0
2015-02-06,TQBR,44.7,23421000,1035024371.0
2015-02-09,TQBR,45.6,26859200,1226598412.0
2015-02-10,TQBR,45.28,17247300,787398826.0
2015-02-11,TQBR,45.93,14694800,676508154.0
2015-02-12,TQBR,48.68,52079000,2487991107.0
2015-02-13,TQBR,52.77,45433900,2315526443.0
2015-02-16,TQBR,52.7,32622300,1716468286.0
2015-02-17,TQBR,53.0,38408800,2052415443.0
2015-02-18,TQBR,55.5,28274600,1540578584.0
2015-02-19,TQBR,53.19,29350600,1580315903.0
2015-02-20,TQBR,54.09,15997800,859556211.0
2015-02-24,TQBR,52.67,20799600,1094236834.0
2015-02-25,TQBR,52.36,14464800,756962668.0
2015-02-26,TQBR,54.45,19307700,1039507230.0
2015-02-27,TQBR,53.7,15276500,827890099.0
2015-03-02,TQBR,54.1,9306600,505323214.0
2015-03-03,TQBR,54.15,16490700,899132606.0
2015-03-04,TQBR,52.91,15253000,820425267.0
2015-03-05,TQBR,53.5,19311100,1032997042.0
2015-03-06,TQBR,53.36,13112600,704633390.0
2015-03-10,TQBR,50.77,14784400,763049808.0
2015-03-11,TQBR,50.45,17806300,903858952.0
2015-03-12,TQBR,49.95,14123700,710260453.0
2015-03-13,TQBR,48.6,16210000,798849777.0
2015-03-16,TQBR,46.91,15263900,731571532.0
2015-03-17,TQBR,46.27,16455000,768457484.0
2015-03-18,TQBR,47.0,14779800,693656415.0
2015-03-19,TQBR,46.55,18171200,860684375.0
2015-03-20,TQBR,47.51,21248800,1002978287.0
2015-03-23,TQBR,46.1,20378200,960449760.0
2015-03-24,TQBR,45.71,21080900,972910224.0
2015-03-25,TQBR,45.8,10362200,473238621.0
2015-03-26,TQBR,44.65,14499100,660679244.0
2015-03-27,TQBR,44.15,18795100,840913547.0
2015-03-30,TQBR,46.03,14099200,639643682.0
2015-03-31,TQBR,45.63,11290100,513399321.0
2015-04-01,TQBR,47.3,19442100,906856370.0
2015-04-02,TQBR,48.9,18673800,895957615.0
2015-04-03,TQBR,48.86,13281500,649620143.0
2015-04-06,TQBR,50.62,15777200,783852972.0
2015-04-07,TQBR,51.35,30548200,1548781095.0
2015-04-08,TQBR,50.7,16365700,832482393.0
2015-04-09,TQBR,51.8,27358400,1403621946.0
2015-04-10,TQBR,51.97,25696700,1334568434.0
2015-04-13,TQBR,53.5,23000600,1225454851.0
2015-04-14,TQBR,53.95,13739200,737439316.0
2015-04-15,TQBR,54.41,22712200,1231425985.0
2015-04-16,TQBR,54.5,32336400,1749723193.0
2015-04-17,TQBR,50.11,37519600,1967272425.0
2015-04-20,TQBR,49.29,44374900,2188709082.0
2015-04-21,TQBR,50.69,34031900,1687093309.0
2015-04-22,TQBR,49.47,22853100,1132717457.0
2015-04-23,TQBR,50.44,31427800,1569518943.0
2015-04-24,TQBR,50.88,22302600,1134214858.0
2015-04-27,TQBR,51.22,27755100,1415306255.0
2015-04-28,TQBR,50.39,13854500,698083099.0
2015-04-29,TQBR,49.71,14991900,751368319.0
2015-04-30,TQBR,50.0,22517700,1119733994.0
2015-05-05,TQBR,52.0,27448700,1404239682.0
2015-05-06,TQBR,52.28,26853700,1414414986.0
2015-05-07,TQBR,50.72,20201600,1023743190.0
2015-05-08,TQBR,50.79,12383600,626981468.0
2015-05-12,TQBR,49.43,22596000,1134912472.0
2015-05-13,TQBR,50.0,24199800,1205063032.0
2015-05-14,TQBR,50.3,15662100,784022445.0
2015-05-15,TQBR,50.36,13324600,666948557.0
2015-05-18,TQBR,50.45,14707400,738107020.0
2015-05-19,TQBR,49.68,14681200,729850172.0
2015-05-20,TQBR,48.95,15600600,763523514.0
2015-05-21,TQBR,49.66,18493700,907129680.0
2015-05-22,TQBR,49.3,12185800,603366451.0
2015-05-25,TQBR,49.05,18659600,906489186.0
2015-05-26,TQBR,48.97,23669900,1167850931.0
2015-05-27,TQBR,47.8,23197500,1116688337.0
2015-05-28,TQBR,47.54,19126400,918385989.0
2015-05-29,TQBR,48.25,71577200,3462162922.0
2015-06-01,TQBR,48.03,24171100,1162541808.0
2015-06-02,TQBR,49.2,19485000,949451580.0
2015-06-03,TQBR,48.11,19305500,939991456.0
2015-06-04,TQBR,47.64,20410300,969747211.0
2015-06-05,TQBR,47.85,14922300,717350720.0
2015-06-08,TQBR,47.56,11915300,569774070.0
2015-06-09,TQBR,47.31,17138200,808340711.0
2015-06-10,TQBR,48.31,13824000,663189261.0
2015-06-11,TQBR,48.2,12433800,596168501.0
2015-06-15,TQBR,49.05,15081100,728773838.0
2015-06-16,TQBR,50.85,26357500,1314209401.0
2015-06-17,TQBR,49.61,20586700,1041444025.0
2015-06-18,TQBR,49.84,8194500,410764191.0
2015-06-19,TQBR,49.12,10040500,495329880.0
2015-06-22,TQBR,49.14,10520400,519186396.0
2015-06-23,TQBR,49.54,5650800,278042537.0
2015-06-24,TQBR,50.04,11195800,556346114.0
2015-06-25,TQBR,49.73,12874200,642416301.0
2015-06-26,TQBR,49.42,20590400,1018772690.0
2015-06-29,TQBR,47.9,21340600,1027998504.0
2015-06-30,TQBR,48.32,18954800,909400836.0
2015-07-01,TQBR,47.92,16214600,781130453.0
2015-07-02,TQBR,47.95,10041000,480463683.0
2015-07-03,TQBR,48.15,6345800,304749426.0
2015-07-06,TQBR,46.55,12970100,612935921.0
2015-07-07,TQBR,47.3,9181800,431952103.0
2015-07-08,TQBR,46.67,12540100,583502165.0
2015-07-09,TQBR,48.38,12522600,598564172.0
2015-07-10,TQBR,49.15,18531400,906626390.0
2015-07-13,TQBR,49.95,7674800,380614524.0
2015-07-14,TQBR,50.66,17631300,890003356.0
2015-07-15,TQBR,50.7,6431300,326083177.0
2015-07-16,TQBR,50.7,6322000,320850877.0
2015-07-17,TQBR,51.05,9444200,481911767.0
2015-07-20,TQBR,50.7,6959000,352602456.0
2015-07-21,TQBR,51.5,13007400,665367081.0
2015-07-22,TQBR,51.65,7968500,410953607.0
2015-07-23,TQBR,50.76,7809300,399876864.0
2015-07-24,TQBR,49.26,13341800,666668689.0
2015-07-27,TQBR,48.4,15067800,723758819.0
2015-07-28,TQBR,48.9,11950200,584802424.0
2015-07-29,TQBR,50.51,15904900,794872061.0
2015-07-30,TQBR,50.9,8773900,446608983.0
2015-07-31,TQBR,51.39,13525200,684754323.0
2015-08-03,TQBR,50.83,7914100,401948718.0
2015-08-04,TQBR,51.67,7839300,402477699.0
2015-08-05,TQBR,52.76,19250700,1012517299.0
2015-08-06,TQBR,51.89,6749700,353089207.0
2015-08-07,TQBR,53.07,8110300,427811178.0
2015-08-10,TQBR,53.95,9369600,500477378.0
2015-08-11,TQBR,52.9,11112500,595735712.0
2015-08-12,TQBR,53.18,9254800,492376198.0
