begin,open,close,high,low,value,volume
2024-05-08 17:00:00,311.12 ,311.16 ,311.20 ,310.93 ,"478,075,068 ","1,536,550 "
2024-05-08 18:00:00,311.15 ,310.90 ,311.16 ,310.83 ,"301,530,454 ","969,640 "
2024-05-08 19:00:00,311.45 ,311.05 ,311.45 ,310.80 ,"188,600,302 ","606,440 "
2024-05-08 20:00:00,311.04 ,310.99 ,311.16 ,310.86 ,"111,792,889 ","359,450 "
2024-05-08 21:00:00,310.94 ,311.12 ,311.13 ,310.93 ,"79,899,016 ","256,880 "
2024-05-08 22:00:00,311.12 ,311.25 ,311.29 ,311.08 ,"87,858,021 ","282,340 "
2024-05-08 23:00:00,311.25 ,311.21 ,311.34 ,311.02 ,"173,559,248 ","557,720 "
2024-05-10 09:00:00,311.50 ,311.50 ,311.50 ,311.50 ,"12,444,425 ","39,950 "
2024-05-10 10:00:00,311.49 ,312.78 ,313.47 ,311.31 ,"1,709,179,802 ","5,466,110 "
2024-05-10 11:00:00,312.78 ,312.27 ,312.91 ,312.11 ,"315,241,644 ","1,008,810 "
2024-05-10 12:00:00,312.26 ,312.93 ,312.97 ,312.17 ,"435,948,910 ","1,393,920 "
2024-05-10 13:00:00,312.93 ,313.32 ,313.39 ,312.75 ,"842,264,513 ","2,689,620 "
2024-05-10 14:00:00,313.31 ,313.08 ,313.40 ,312.72 ,"388,146,261 ","1,239,660 "
2024-05-10 15:00:00,313.07 ,313.14 ,313.20 ,312.96 ,"201,381,626 ","643,190 "
2024-05-10 16:00:00,313.10 ,313.13 ,313.19 ,313.10 ,"202,439,114 ","646,530 "
2024-05-10 17:00:00,313.13 ,313.13 ,313.18 ,313.10 ,"179,320,164 ","572,670 "
2024-05-10 18:00:00,313.11 ,312.98 ,313.17 ,312.75 ,"297,014,814 ","948,980 "
2024-05-10 19:00:00,312.98 ,313.01 ,313.10 ,312.98 ,"147,702,407 ","471,810 "
2024-05-10 20:00:00,313.03 ,313.10 ,313.10 ,312.97 ,"87,150,363 ","278,370 "
2024-05-10 21:00:00,313.10 ,313.28 ,313.38 ,313.09 ,"154,573,615 ","493,490 "
2024-05-10 22:00:00,313.29 ,313.37 ,313.40 ,313.22 ,"94,522,838 ","301,670 "
2024-05-10 23:00:00,313.39 ,313.49 ,313.50 ,313.22 ,"163,199,228 ","520,870 "
2024-05-13 09:00:00,314.10 ,314.10 ,314.10 ,314.10 ,"65,502,414 ","208,540 "
2024-05-13 10:00:00,314.10 ,315.00 ,315.20 ,314.04 ,"1,669,694,875 ","5,306,360 "
2024-05-13 11:00:00,315.00 ,315.17 ,315.70 ,314.85 ,"1,149,706,229 ","3,646,680 "
2024-05-13 12:00:00,315.15 ,315.27 ,315.50 ,315.06 ,"524,306,799 ","1,662,920 "
2024-05-13 13:00:00,315.28 ,314.70 ,315.39 ,314.51 ,"687,132,868 ","2,181,510 "
2024-05-13 14:00:00,314.70 ,315.17 ,315.19 ,314.69 ,"409,371,594 ","1,299,850 "
2024-05-13 15:00:00,315.17 ,314.95 ,315.18 ,314.50 ,"414,971,999 ","1,318,140 "
2024-05-13 16:00:00,314.95 ,315.00 ,315.00 ,314.83 ,"177,113,134 ","562,350 "
2024-05-13 17:00:00,315.00 ,315.41 ,315.43 ,314.90 ,"465,882,822 ","1,478,770 "
